"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25","NO2"
"01/01/2016","81","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","20","0","23","81","29"
"01/02/2016","64","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","10","1",".","64","32"
"01/03/2016","65","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","12","0",".","65","27"
"01/04/2016","49","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","25","0","15","49","26"
"01/05/2016","32","NO2","San Jose - Knox Avenue","06-085-0006","AQS","8","23","0",".","25","32"
"01/06/2016","26","Ozone","San Jose - Jackson","06-085-0005","AQS","7","26","0",".","16","19"
"01/07/2016","35","NO2","San Jose - Knox Avenue","06-085-0006","AQS","13","27","0","10","30","35"
"01/08/2016","45","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","19","1",".","45","28"
"01/09/2016","27","PM2.5","Gilroy","06-085-0002","AQS","9","27","0",".","27","22"
"01/10/2016","45","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","16","0","14","45","25"
"01/11/2016","33","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","11","0",".","33","28"
"01/12/2016","33","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","24","1",".","33","24"
"01/13/2016","31","Ozone","San Jose - Jackson","06-085-0005","AQS","10","31","0","13","28","27"
"01/14/2016","28","Ozone","San Jose - Jackson","06-085-0005","AQS","10","28","0",".","26","24"
"01/15/2016","42","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","22","0",".","42","35"
"01/16/2016","25","PM2.5","Gilroy","06-085-0002","AQS","11","21","0","7","25","22"
"01/17/2016","18","PM2.5","Gilroy","06-085-0002","AQS","9","18","0",".","18","9"
"01/18/2016","28","Ozone","San Jose - Jackson","06-085-0005","AQS","9","28","0",".","21","25"
"01/19/2016","27","NO2","San Jose - Knox Avenue","06-085-0006","AQS","10","24","0","12","25","27"
"01/20/2016","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","22","1",".","40","31"
"01/21/2016","33","Ozone","San Jose - Jackson","06-085-0005","AQS","15","33","1",".","26","27"
"01/22/2016","27","Ozone","San Jose - Jackson","06-085-0005","AQS","8","27","0","6","22","18"
"01/23/2016","32","Ozone","San Jose - Jackson","06-085-0005","AQS","10","32","0",".","25","26"
"01/24/2016","37","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","32","0",".","37","29"
"01/25/2016","37","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","21","0","17","37","27"
"01/26/2016","49","PM2.5","San Jose - Jackson","06-085-0005","AQS","11",".",".",".","49","31"
"01/27/2016","57","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14",".",".",".","57","37"
"01/28/2016","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","6","1","30","59","39"
"01/29/2016","31","Ozone","San Jose - Jackson","06-085-0005","AQS","9","31","0",".","29","26"
"01/30/2016","36","Ozone","San Jose - Jackson","06-085-0005","AQS","6","36","0",".","22","24"
"01/31/2016","32","Ozone","San Jose - Jackson","06-085-0005","AQS","6","32","0","7","24","18"
"02/01/2016","32","NO2","San Jose - Jackson","06-085-0005","AQS","7","29","0",".","23","32"
"02/02/2016","35","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","31","0",".","35","27"
"02/03/2016","45","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","22","1","15","45","34"
"02/04/2016","39","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","19","0",".","39","33"
"02/05/2016","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","19","1",".","52","34"
"02/06/2016","68","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","15","21","0","26","68","36"
"02/07/2016","53","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","15","31","0",".","53","33"
